station_name,time,total_traffic,最高气温℃,最低气温℃,work,trip_count,体育休闲服务_proportion,医疗保健服务_proportion,住宿服务_proportion,风景名胜_proportion,科教文化服务_proportion,交通枢纽_proportion,生活类服务_proportion,公司_proportion,住宅区_proportion,pay_type_0_proportion,pay_type_1_proportion,pay_type_2_proportion,pay_type_3_proportion,天气_中雨,天气_多云,天气_小雨,天气_晴,天气_阴,风向_东北风,风向_东风,风向_北风,风向_西北风,风力_北风3-4级,风力_微风,past_1_day_flow,past_2_day_flow,past_3_day_flow,past_4_day_flow,past_5_day_flow,past_6_day_flow,past_7_day_flow
人民广场站,2019-01-01,24710,6,1,0,1262633,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,False,True,False,False,True,0,0,0,0,0,0,0
人民广场站,2019-01-02,23402,5,3,1,1183165,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,False,False,True,False,True,24710,0,0,0,0,0,0
人民广场站,2019-01-03,23200,9,4,1,1142414,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,False,True,False,False,True,23402,24710,0,0,0,0,0
人民广场站,2019-01-04,25128,8,5,1,1207362,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,True,False,False,False,False,False,False,True,False,False,True,23200,23402,24710,0,0,0,0
人民广场站,2019-01-05,24960,6,3,0,1002837,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,True,False,False,False,False,False,False,True,False,False,True,25128,23200,23402,24710,0,0,0
人民广场站,2019-01-06,23062,7,4,0,970225,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,True,False,False,False,True,24960,25128,23200,23402,24710,0,0
人民广场站,2019-01-07,22148,8,5,1,1124255,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,False,True,False,False,True,23062,24960,25128,23200,23402,24710,0
人民广场站,2019-01-08,24349,6,4,1,1148216,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,False,False,True,True,False,False,False,False,True,22148,23062,24960,25128,23200,23402,24710
人民广场站,2019-01-09,24151,6,6,1,1136026,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,False,True,False,False,True,24349,22148,23062,24960,25128,23200,23402
人民广场站,2019-01-10,23090,8,6,1,1154171,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,False,True,False,False,True,24151,24349,22148,23062,24960,25128,23200
人民广场站,2019-01-11,25499,8,5,1,1245880,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,True,False,False,False,False,False,False,False,True,False,True,23090,24151,24349,22148,23062,24960,25128
人民广场站,2019-01-12,25722,8,2,0,1079366,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,False,False,True,False,False,True,False,False,True,25499,23090,24151,24349,22148,23062,24960
人民广场站,2019-01-13,23740,8,2,0,1027484,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,False,True,False,False,False,True,False,False,True,25722,25499,23090,24151,24349,22148,23062
人民广场站,2019-01-14,24136,8,4,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,True,False,False,False,True,23740,25722,25499,23090,24151,24349,22148
人民广场站,2019-01-15,23370,7,4,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,True,False,False,False,False,True,False,True,False,24136,23740,25722,25499,23090,24151,24349
人民广场站,2019-01-16,24157,7,1,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,True,False,False,False,False,False,True,False,False,True,23370,24136,23740,25722,25499,23090,24151
人民广场站,2019-01-17,25267,7,0,1,1232626,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,False,True,False,False,False,True,False,False,True,24157,23370,24136,23740,25722,25499,23090
人民广场站,2019-01-18,27833,11,2,1,1326806,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,False,True,False,False,False,True,False,False,True,25267,24157,23370,24136,23740,25722,25499
人民广场站,2019-01-19,25450,8,5,0,1100012,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,False,False,True,False,False,True,False,False,True,27833,25267,24157,23370,24136,23740,25722
人民广场站,2019-01-20,24086,9,2,0,1053040,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,True,False,False,False,False,False,True,False,False,True,25450,27833,25267,24157,23370,24136,23740
人民广场站,2019-01-21,25496,7,0,1,1228000,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,True,False,False,False,False,False,True,False,False,True,24086,25450,27833,25267,24157,23370,24136
人民广场站,2019-01-22,25480,11,1,1,1232904,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,False,False,False,True,False,False,False,True,False,False,True,25496,24086,25450,27833,25267,24157,23370
